runs_remaining,balls_remaining,wickets_remaining,rrr,win
88.0,57,7,9.263157894736842,1
87.0,56,7,9.321428571428571,1
87.0,55,7,9.490909090909092,1
86.0,54,7,9.555555555555555,1
85.0,53,7,9.622641509433961,1
81.0,52,7,9.346153846153847,1
80.0,51,7,9.411764705882353,1
79.0,50,7,9.479999999999999,1
73.0,49,7,8.938775510204083,1
72.0,48,7,9.0,1
72.0,47,7,9.191489361702128,1
68.0,46,7,8.869565217391305,1
64.0,45,7,8.533333333333333,1
64.0,44,7,8.727272727272728,1
63.0,43,7,8.790697674418604,1
62.0,42,7,8.857142857142858,1
61.0,41,7,8.926829268292684,1
60.0,40,7,9.0,1
60.0,39,7,9.23076923076923,1
60.0,38,6,9.473684210526317,1
60.0,37,6,9.72972972972973,1
59.0,36,6,9.833333333333334,1
59.0,35,6,10.114285714285716,1
57.0,34,6,10.058823529411764,1
56.0,35,6,9.6,1
55.0,34,6,9.705882352941176,1
54.0,33,6,9.818181818181818,1
50.0,32,6,9.375,1
49.0,31,6,9.483870967741934,1
48.0,30,6,9.6,1
47.0,29,6,9.724137931034484,1
43.0,28,6,9.214285714285714,1
42.0,27,6,9.333333333333334,1
42.0,26,6,9.692307692307693,1
41.0,25,6,9.84,1
40.0,24,6,10.0,1
34.0,23,6,8.869565217391305,1
33.0,22,6,9.0,1
32.0,21,6,9.142857142857142,1
31.0,20,6,9.299999999999999,1
30.0,19,6,9.473684210526317,1
30.0,18,6,10.0,1
24.0,17,6,8.470588235294118,1
23.0,16,6,8.625,1
22.0,15,6,8.8,1
21.0,14,6,9.0,1
17.0,13,6,7.846153846153847,1
11.0,12,6,5.5,1
10.0,11,6,5.454545454545455,1
6.0,10,6,3.5999999999999996,1
5.0,9,6,3.3333333333333335,1
5.0,8,5,3.75,1
3.0,7,5,2.571428571428571,1
3.0,6,5,3.0,1
2.0,5,5,2.4,1
1.0,4,5,1.5,1
1.0,3,5,2.0,1
1.0,2,5,3.0,1
110.0,119,10,5.546218487394959,1
106.0,118,10,5.389830508474576,1
106.0,117,10,5.435897435897436,1
105.0,116,10,5.431034482758621,1
105.0,115,10,5.478260869565217,1
105.0,114,10,5.526315789473684,1
105.0,113,10,5.575221238938053,1
105.0,112,9,5.625,1
105.0,111,9,5.675675675675675,1
103.0,110,9,5.618181818181818,1
99.0,109,9,5.4495412844036695,1
95.0,108,9,5.277777777777778,1
95.0,107,8,5.327102803738318,1
95.0,106,8,5.377358490566038,1
94.0,105,8,5.371428571428571,1
94.0,104,8,5.423076923076923,1
94.0,103,8,5.475728155339805,1
93.0,102,8,5.470588235294118,1
93.0,101,8,5.524752475247525,1
93.0,100,8,5.579999999999999,1
92.0,99,8,5.575757575757576,1
91.0,98,8,5.571428571428572,1
91.0,97,8,5.628865979381443,1
90.0,96,8,5.625,1
90.0,95,8,5.684210526315789,1
90.0,94,7,5.74468085106383,1
90.0,93,7,5.806451612903226,1
89.0,92,7,5.804347826086956,1
89.0,91,7,5.868131868131869,1
88.0,90,7,5.866666666666666,1
87.0,89,7,5.865168539325842,1
87.0,88,7,5.931818181818182,1
87.0,87,7,6.0,1
87.0,86,7,6.069767441860465,1
86.0,85,7,6.070588235294118,1
85.0,84,7,6.071428571428571,1
85.0,83,7,6.144578313253012,1
85.0,82,7,6.219512195121951,1
85.0,81,7,6.296296296296297,1
80.0,80,7,6.0,1
80.0,79,7,6.075949367088608,1
79.0,78,7,6.076923076923077,1
78.0,77,7,6.077922077922078,1
78.0,77,7,6.077922077922078,1
77.0,76,7,6.078947368421053,1
77.0,75,7,6.16,1
77.0,74,7,6.243243243243243,1
77.0,73,7,6.328767123287672,1
77.0,72,7,6.416666666666667,1
77.0,71,7,6.507042253521126,1
77.0,70,7,6.6000000000000005,1
77.0,69,7,6.695652173913044,1
76.0,68,7,6.705882352941176,1
76.0,67,7,6.8059701492537314,1
76.0,66,7,6.909090909090909,1
76.0,65,7,7.015384615384615,1
74.0,65,7,6.8307692307692305,1
74.0,64,7,6.9375,1
73.0,63,7,6.9523809523809526,1
73.0,62,7,7.064516129032258,1
73.0,61,7,7.180327868852459,1
73.0,60,7,7.3,1
73.0,59,7,7.423728813559322,1
73.0,59,7,7.423728813559322,1
73.0,58,7,7.551724137931035,1
67.0,57,7,7.052631578947368,1
67.0,56,7,7.178571428571428,1
66.0,55,7,7.2,1
62.0,54,7,6.888888888888889,1
62.0,53,7,7.018867924528301,1
58.0,52,7,6.6923076923076925,1
57.0,51,7,6.705882352941177,1
56.0,50,7,6.72,1
51.0,49,7,6.244897959183674,1
50.0,48,7,6.25,1
49.0,47,7,6.25531914893617,1
48.0,46,7,6.260869565217391,1
47.0,45,7,6.266666666666667,1
46.0,47,7,5.872340425531915,1
46.0,46,7,6.0,1
46.0,45,7,6.133333333333334,1
45.0,44,7,6.136363636363637,1
44.0,43,7,6.13953488372093,1
44.0,42,7,6.285714285714286,1
43.0,41,7,6.2926829268292686,1
43.0,40,6,6.449999999999999,1
42.0,41,6,6.146341463414634,1
42.0,40,6,6.3,1
42.0,39,6,6.461538461538462,1
41.0,38,6,6.473684210526316,1
40.0,37,6,6.486486486486486,1
34.0,36,6,5.666666666666667,1
33.0,35,6,5.6571428571428575,1
33.0,34,6,5.823529411764706,1
32.0,33,6,5.818181818181818,1
31.0,32,6,5.8125,1
30.0,31,6,5.806451612903225,1
30.0,30,6,6.0,1
30.0,29,6,6.206896551724138,1
29.0,28,6,6.2142857142857135,1
28.0,27,6,6.222222222222222,1
28.0,26,6,6.461538461538462,1
28.0,25,6,6.72,1
24.0,24,6,6.0,1
24.0,23,6,6.260869565217391,1
23.0,22,6,6.272727272727273,1
23.0,21,5,6.571428571428571,1
22.0,20,5,6.6,1
21.0,19,5,6.631578947368421,1
21.0,18,5,7.0,1
20.0,17,5,7.0588235294117645,1
19.0,16,5,7.125,1
18.0,15,5,7.2,1
18.0,14,5,7.7142857142857135,1
12.0,13,5,5.538461538461539,1
8.0,12,5,4.0,1
7.0,11,5,3.8181818181818183,1
6.0,10,5,3.5999999999999996,1
6.0,9,5,4.0,1
5.0,8,5,3.75,1
5.0,7,5,4.285714285714286,1
